PASSENGERS,FREIGHT,MAIL,DISTANCE,UNIQUE_CARRIER,AIRLINE_ID,UNIQUE_CARRIER_NAME,UNIQUE_CARRIER_ENTITY,ORIGIN_AIRPORT_ID,ORIGIN_AIRPORT_SEQ_ID,ORIGIN_CITY_MARKET_ID,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,ORIGIN_STATE_FIPS,ORIGIN_STATE_NM,ORIGIN_WAC,DEST_AIRPORT_ID,DEST_AIRPORT_SEQ_ID,DEST_CITY_MARKET_ID,DEST,DEST_CITY_NAME,DEST_STATE_ABR,DEST_STATE_FIPS,DEST_STATE_NM,DEST_WAC,MONTH
3.00,0.00,0.00,403.00,AN,21894,"ADVANCED AIR, LLC",01229,15023,1502305,34433,STS,"Santa Rosa, CA",CA,06,California,91,12127,1212702,32575,HHR,"Hawthorne, CA",CA,06,California,91,1
3.00,0.00,0.00,407.00,04Q,21080,Tradewind Aviation,01126,14730,1473004,33044,SDF,"Louisville, KY",KY,21,Kentucky,52,13277,1327702,33277,MGM,"Montgomery, AL",AL,01,Alabama,51,1
3.00,0.00,0.00,407.00,LF,21635,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,01189,14683,1468305,33214,SAT,"San Antonio, TX",TX,48,Texas,74,13851,1385103,33851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73,1
3.00,0.00,0.00,435.00,WN,19393,Southwest Airlines Co.,06725,10279,1027903,30279,AMA,"Amarillo, TX",TX,48,Texas,74,14683,1468305,33214,SAT,"San Antonio, TX",TX,48,Texas,74,1
3.00,0.00,0.00,435.00,WN,19393,Southwest Airlines Co.,06725,14683,1468305,33214,SAT,"San Antonio, TX",TX,48,Texas,74,10279,1027903,30279,AMA,"Amarillo, TX",TX,48,Texas,74,1
3.00,0.00,0.00,441.00,04Q,21080,Tradewind Aviation,01126,10785,1078502,30785,BTV,"Burlington, VT",VT,50,Vermont,16,12264,1226402,30852,IAD,"Washington, DC",VA,51,Virginia,38,1
3.00,0.00,0.00,441.00,04Q,21080,Tradewind Aviation,01126,12264,1226402,30852,IAD,"Washington, DC",VA,51,Virginia,38,10785,1078502,30785,BTV,"Burlington, VT",VT,50,Vermont,16,1
3.00,0.00,0.00,449.00,DL,19790,Delta Air Lines Inc.,01260,14100,1410005,34100,PHL,"Philadelphia, PA",PA,42,Pennsylvania,23,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,1
3.00,0.00,0.00,455.00,KAT,20224,Katmai Air,06980,13434,1343405,33434,MOU,"Mountain Village, AK",AK,02,Alaska,1,10299,1029906,30299,ANC,"Anchorage, AK",AK,02,Alaska,1,1
3.00,0.00,0.00,459.00,WN,19393,Southwest Airlines Co.,06725,11042,1104205,30647,CLE,"Cleveland, OH",OH,39,Ohio,44,12391,1239103,31703,ISP,"Islip, NY",NY,36,New York,22,1
3.00,0.00,0.00,463.00,WN,19393,Southwest Airlines Co.,06725,14730,1473004,33044,SDF,"Louisville, KY",KY,21,Kentucky,52,14524,1452401,34524,RIC,"Richmond, VA",VA,51,Virginia,38,1
3.00,0.00,0.00,491.00,AN,21894,"ADVANCED AIR, LLC",01229,15023,1502305,34433,STS,"Santa Rosa, CA",CA,06,California,91,15434,1543402,34262,UDD,"Bermuda Dunes, CA",CA,06,California,91,1
3.00,0.00,0.00,493.00,WN,19393,Southwest Airlines Co.,06725,11697,1169706,32467,FLL,"Fort Lauderdale, FL",FL,12,Florida,33,15624,1562404,31504,VPS,"Valparaiso, FL",FL,12,Florida,33,1
3.00,0.00,0.00,516.00,WN,19393,Southwest Airlines Co.,06725,15370,1537002,34653,TUL,"Tulsa, OK",OK,40,Oklahoma,73,11109,1110902,30189,COS,"Colorado Springs, CO",CO,08,Colorado,82,1
3.00,0.00,0.00,536.00,KAT,20224,Katmai Air,06980,12195,1219502,32195,HPB,"Hooper Bay, AK",AK,02,Alaska,1,10299,1029906,30299,ANC,"Anchorage, AK",AK,02,Alaska,1,1
3.00,0.00,0.00,537.00,3EQ,21974,"Scott Aviation, LLC  d/b/a  Silver Air",01234,11041,1104103,31041,CLD,"Carlsbad, CA",CA,06,California,91,11525,1152505,31525,EKO,"Elko, NV",NV,32,Nevada,85,1
3.00,0.00,0.00,537.00,3EQ,21974,"Scott Aviation, LLC  d/b/a  Silver Air",01234,11525,1152505,31525,EKO,"Elko, NV",NV,32,Nevada,85,11041,1104103,31041,CLD,"Carlsbad, CA",CA,06,California,91,1
3.00,0.00,0.00,544.00,WN,19393,Southwest Airlines Co.,06725,14524,1452401,34524,RIC,"Richmond, VA",VA,51,Virginia,38,12451,1245102,31136,JAX,"Jacksonville, FL",FL,12,Florida,33,1
3.00,0.00,0.00,603.00,04Q,21080,Tradewind Aviation,01126,14730,1473004,33044,SDF,"Louisville, KY",KY,21,Kentucky,52,15356,1535602,35356,TTN,"Trenton, NJ",NJ,34,New Jersey,21,1
3.00,0.00,0.00,604.00,UA,19977,United Air Lines Inc.,0A875,15016,1501606,31123,STL,"St. Louis, MO",MO,29,Missouri,64,13495,1349505,33495,MSY,"New Orleans, LA",LA,22,Louisiana,72,1
3.00,0.00,0.00,623.00,WN,19393,Southwest Airlines Co.,06725,11193,1119302,33105,CVG,"Cincinnati, OH",KY,21,Kentucky,52,10257,1025702,30257,ALB,"Albany, NY",NY,36,New York,22,1
3.00,0.00,0.00,625.00,WN,19393,Southwest Airlines Co.,06725,14492,1449202,34492,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,36,14986,1498603,34986,SRQ,"Sarasota/Bradenton, FL",FL,12,Florida,33,1
3.00,0.00,0.00,626.00,WN,19393,Southwest Airlines Co.,06725,13487,1348702,31650,MSP,"Minneapolis, MN",MN,27,Minnesota,63,11066,1106606,31066,CMH,"Columbus, OH",OH,39,Ohio,44,1
3.00,0.00,0.00,646.00,3EQ,21974,"Scott Aviation, LLC  d/b/a  Silver Air",01234,15618,1561801,32575,VNY,"Van Nuys, CA",CA,06,California,91,15177,1517702,35177,TEX,"Telluride, CO",CO,08,Colorado,82,1
3.00,0.00,0.00,684.00,3EQ,21974,"Scott Aviation, LLC  d/b/a  Silver Air",01234,10559,1055902,30559,BFI,"Seattle, WA",WA,53,Washington,93,14771,1477104,32457,SFO,"San Francisco, CA",CA,06,California,91,1
3.00,0.00,0.00,712.00,LF,21635,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,01189,12264,1226402,30852,IAD,"Washington, DC",VA,51,Virginia,38,15043,1504302,31123,SUS,"St. Louis, MO",MO,29,Missouri,64,1
3.00,0.00,0.00,715.00,3FQ,21979,"Western Air Charter, Inc.  d/b/a  Jet Edge",01235,15167,1516702,35167,TEB,"Teterboro, NJ",NJ,34,New Jersey,21,13232,1323202,30977,MDW,"Chicago, IL",IL,17,Illinois,41,1
3.00,0.00,0.00,729.00,WN,19393,Southwest Airlines Co.,06725,15016,1501606,31123,STL,"St. Louis, MO",MO,29,Missouri,64,12896,1289607,32896,LBB,"Lubbock, TX",TX,48,Texas,74,1
3.00,0.00,0.00,737.00,WN,19393,Southwest Airlines Co.,06725,12448,1244807,32448,JAN,"Jackson/Vicksburg, MS",MS,28,Mississippi,53,11697,1169706,32467,FLL,"Fort Lauderdale, FL",FL,12,Florida,33,1
3.00,0.00,0.00,769.00,WN,19393,Southwest Airlines Co.,06725,14679,1467903,33570,SAN,"San Diego, CA",CA,06,California,91,12094,1209402,34699,HDN,"Hayden, CO",CO,08,Colorado,82,1
3.00,0.00,0.00,774.00,WN,19393,Southwest Airlines Co.,06725,12094,1209402,34699,HDN,"Hayden, CO",CO,08,Colorado,82,13487,1348702,31650,MSP,"Minneapolis, MN",MN,27,Minnesota,63,1
3.00,0.00,0.00,782.00,WN,19393,Southwest Airlines Co.,06725,14685,1468502,34685,SAV,"Savannah, GA",GA,13,Georgia,34,14576,1457607,34576,ROC,"Rochester, NY",NY,36,New York,22,1
3.00,0.00,0.00,783.00,04Q,21080,Tradewind Aviation,01126,15070,1507003,31703,SWF,"Newburgh/Poughkeepsie, NY",NY,36,New York,22,10397,1039707,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,1
3.00,0.00,0.00,793.00,3EQ,21974,"Scott Aviation, LLC  d/b/a  Silver Air",01234,13796,1379609,32457,OAK,"Oakland, CA",CA,06,California,91,14530,1453006,34530,RIL,"Rifle, CO",CO,08,Colorado,82,1
3.00,0.00,0.00,793.00,3EQ,21974,"Scott Aviation, LLC  d/b/a  Silver Air",01234,14530,1453006,34530,RIL,"Rifle, CO",CO,08,Colorado,82,13796,1379609,32457,OAK,"Oakland, CA",CA,06,California,91,1
3.00,0.00,0.00,796.00,WN,19393,Southwest Airlines Co.,06725,13796,1379609,32457,OAK,"Oakland, CA",CA,06,California,91,10849,1084907,30849,BZN,"Bozeman, MT",MT,30,Montana,84,1
3.00,0.00,0.00,797.00,WN,19393,Southwest Airlines Co.,06725,14307,1430706,30721,PVD,"Providence, RI",RI,44,Rhode Island,15,14730,1473004,33044,SDF,"Louisville, KY",KY,21,Kentucky,52,1
3.00,0.00,0.00,806.00,3FQ,21979,"Western Air Charter, Inc.  d/b/a  Jet Edge",01235,13771,1377103,33771,NUQ,"Mountain View, CA",CA,06,California,91,10849,1084907,30849,BZN,"Bozeman, MT",MT,30,Montana,84,1
3.00,0.00,0.00,810.00,WN,19393,Southwest Airlines Co.,06725,14570,1457002,34570,RNO,"Reno, NV",NV,32,Nevada,85,11109,1110902,30189,COS,"Colorado Springs, CO",CO,08,Colorado,82,1
3.00,0.00,0.00,813.00,WN,19393,Southwest Airlines Co.,06725,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,14321,1432105,34321,PWM,"Portland, ME",ME,23,Maine,12,1
3.00,0.00,0.00,818.00,WN,19393,Southwest Airlines Co.,06725,11423,1142308,31423,DSM,"Des Moines, IA",IA,19,Iowa,61,13495,1349505,33495,MSY,"New Orleans, LA",LA,22,Louisiana,72,1
3.00,0.00,0.00,862.00,OO,20304,SkyWest Airlines Inc.,06700,11292,1129202,30325,DEN,"Denver, CO",CO,08,Colorado,82,12266,1226603,31453,IAH,"Houston, TX",TX,48,Texas,74,1
3.00,0.00,0.00,875.00,WN,19393,Southwest Airlines Co.,06725,13871,1387102,33316,OMA,"Omaha, NE",NE,31,Nebraska,65,11540,1154005,30615,ELP,"El Paso, TX",TX,48,Texas,74,1
3.00,0.00,0.00,878.00,DL,19790,Delta Air Lines Inc.,01260,12266,1226603,31453,IAH,"Houston, TX",TX,48,Texas,74,10868,1086803,30868,CAE,"Columbia, SC",SC,45,South Carolina,37,1
3.00,0.00,0.00,879.00,WN,19393,Southwest Airlines Co.,06725,13930,1393008,30977,ORD,"Chicago, IL",IL,17,Illinois,41,10279,1027903,30279,AMA,"Amarillo, TX",TX,48,Texas,74,1
3.00,0.00,0.00,887.00,3EQ,21974,"Scott Aviation, LLC  d/b/a  Silver Air",01234,15618,1561801,32575,VNY,"Van Nuys, CA",CA,06,California,91,10849,1084907,30849,BZN,"Bozeman, MT",MT,30,Montana,84,1
3.00,0.00,0.00,909.00,WN,19393,Southwest Airlines Co.,06725,14321,1432105,34321,PWM,"Portland, ME",ME,23,Maine,12,10994,1099402,30994,CHS,"Charleston, SC",SC,45,South Carolina,37,1
3.00,0.00,0.00,912.00,WN,19393,Southwest Airlines Co.,06725,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,12992,1299206,32600,LIT,"Little Rock, AR",AR,05,Arkansas,71,1
3.00,0.00,0.00,929.00,WN,19393,Southwest Airlines Co.,06725,11140,1114008,31140,CRP,"Corpus Christi, TX",TX,48,Texas,74,11292,1129202,30325,DEN,"Denver, CO",CO,08,Colorado,82,1
3.00,0.00,0.00,931.00,WN,19393,Southwest Airlines Co.,06725,13487,1348702,31650,MSP,"Minneapolis, MN",MN,27,Minnesota,63,11278,1127805,30852,DCA,"Washington, DC",VA,51,Virginia,38,1
3.00,0.00,0.00,933.00,DL,19790,Delta Air Lines Inc.,01260,14679,1467903,33570,SAN,"San Diego, CA",CA,06,California,91,14057,1405702,34057,PDX,"Portland, OR",OR,41,Oregon,92,1
3.00,0.00,0.00,939.00,WN,19393,Southwest Airlines Co.,06725,12954,1295407,32575,LGB,"Long Beach, CA",CA,06,California,91,12896,1289607,32896,LBB,"Lubbock, TX",TX,48,Texas,74,1
3.00,0.00,0.00,940.00,KAH,20272,Kenmore Air Harbor,06927,11503,1150305,31503,EGE,"Eagle, CO",CO,08,Colorado,82,14747,1474703,30559,SEA,"Seattle, WA",WA,53,Washington,93,1
3.00,0.00,0.00,942.00,WN,19393,Southwest Airlines Co.,06725,10849,1084907,30849,BZN,"Bozeman, MT",MT,30,Montana,84,15376,1537604,30436,TUS,"Tucson, AZ",AZ,04,Arizona,81,1
3.00,0.00,0.00,947.00,3EQ,21974,"Scott Aviation, LLC  d/b/a  Silver Air",01234,13891,1389101,32575,ONT,"Ontario, CA",CA,06,California,91,11098,1109802,31098,COE,"Coeur d'Alene, ID",ID,16,Idaho,83,1
3.00,0.00,0.00,951.00,WN,19393,Southwest Airlines Co.,06725,12896,1289607,32896,LBB,"Lubbock, TX",TX,48,Texas,74,13232,1323202,30977,MDW,"Chicago, IL",IL,17,Illinois,41,1
3.00,0.00,0.00,965.00,3FQ,21979,"Western Air Charter, Inc.  d/b/a  Jet Edge",01235,14633,1463303,32547,RST,"Rochester, MN",MN,27,Minnesota,63,15167,1516702,35167,TEB,"Teterboro, NJ",NJ,34,New Jersey,21,1
3.00,0.00,0.00,965.00,WN,19393,Southwest Airlines Co.,06725,11540,1154005,30615,ELP,"El Paso, TX",TX,48,Texas,74,13495,1349505,33495,MSY,"New Orleans, LA",LA,22,Louisiana,72,1
3.00,0.00,0.00,965.00,WN,19393,Southwest Airlines Co.,06725,15304,1530402,33195,TPA,"Tampa, FL",FL,12,Florida,33,15370,1537002,34653,TUL,"Tulsa, OK",OK,40,Oklahoma,73,1
3.00,0.00,0.00,967.00,OO,20304,SkyWest Airlines Inc.,06700,11292,1129202,30325,DEN,"Denver, CO",CO,08,Colorado,82,14771,1477104,32457,SFO,"San Francisco, CA",CA,06,California,91,1
3.00,0.00,0.00,967.00,UA,19977,United Air Lines Inc.,0A875,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,13198,1319801,33198,MCI,"Kansas City, MO",MO,29,Missouri,64,1
3.00,0.00,0.00,986.00,WN,19393,Southwest Airlines Co.,06725,14635,1463502,31714,RSW,"Fort Myers, FL",FL,12,Florida,33,12206,1220605,32206,HRL,"Harlingen/San Benito, TX",TX,48,Texas,74,1
3.00,0.00,0.00,1031.00,WN,19393,Southwest Airlines Co.,06725,13296,1329605,30721,MHT,"Manchester, NH",NH,33,New Hampshire,14,15016,1501606,31123,STL,"St. Louis, MO",MO,29,Missouri,64,1
3.00,0.00,0.00,1036.00,3FQ,21979,"Western Air Charter, Inc.  d/b/a  Jet Edge",01235,15167,1516702,35167,TEB,"Teterboro, NJ",NJ,34,New Jersey,21,14027,1402702,34027,PBI,"West Palm Beach/Palm Beach, FL",FL,12,Florida,33,1
3.00,0.00,0.00,1042.00,WN,19393,Southwest Airlines Co.,06725,11986,1198603,31986,GRR,"Grand Rapids, MI",MI,26,Michigan,43,12266,1226603,31453,IAH,"Houston, TX",TX,48,Texas,74,1
3.00,0.00,0.00,1064.00,WN,19393,Southwest Airlines Co.,06725,11109,1110902,30189,COS,"Colorado Springs, CO",CO,08,Colorado,82,10599,1059904,30599,BHM,"Birmingham, AL",AL,01,Alabama,51,1
3.00,0.00,0.00,1089.00,3FQ,21979,"Western Air Charter, Inc.  d/b/a  Jet Edge",01235,13898,1389806,32467,OPF,"Miami, FL",FL,12,Florida,33,14577,1457705,34577,ROG,"Rogers, AR",AR,05,Arkansas,71,1
3.00,0.00,0.00,1096.00,3FQ,21979,"Western Air Charter, Inc.  d/b/a  Jet Edge",01235,14027,1402702,34027,PBI,"West Palm Beach/Palm Beach, FL",FL,12,Florida,33,10423,1042302,30423,AUS,"Austin, TX",TX,48,Texas,74,1
3.00,0.00,0.00,1107.00,UA,19977,United Air Lines Inc.,0A875,14747,1474703,30559,SEA,"Seattle, WA",WA,53,Washington,93,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,04,Arizona,81,1
3.00,0.00,0.00,1136.00,LF,21635,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,01189,13851,1385103,33851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73,12264,1226402,30852,IAD,"Washington, DC",VA,51,Virginia,38,1
3.00,0.00,0.00,1138.00,WN,19393,Southwest Airlines Co.,06725,14683,1468305,33214,SAT,"San Antonio, TX",TX,48,Texas,74,14027,1402702,34027,PBI,"West Palm Beach/Palm Beach, FL",FL,12,Florida,33,1
3.00,0.00,0.00,1162.00,UA,19977,United Air Lines Inc.,0A875,14492,1449202,34492,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,36,10423,1042302,30423,AUS,"Austin, TX",TX,48,Texas,74,1
3.00,0.00,0.00,1199.00,WN,19393,Southwest Airlines Co.,06725,13871,1387102,33316,OMA,"Omaha, NE",NE,31,Nebraska,65,10529,1052907,30529,BDL,"Hartford, CT",CT,09,Connecticut,11,1
3.00,0.00,0.00,1209.00,WN,19393,Southwest Airlines Co.,06725,11986,1198603,31986,GRR,"Grand Rapids, MI",MI,26,Michigan,43,13502,1350202,33502,MTJ,"Montrose/Delta, CO",CO,08,Colorado,82,1
3.00,0.00,0.00,1213.00,WN,19393,Southwest Airlines Co.,06725,13158,1315805,33158,MAF,"Midland/Odessa, TX",TX,48,Texas,74,11066,1106606,31066,CMH,"Columbus, OH",OH,39,Ohio,44,1
3.00,0.00,0.00,1236.00,WN,19393,Southwest Airlines Co.,06725,13296,1329605,30721,MHT,"Manchester, NH",NH,33,New Hampshire,14,13198,1319801,33198,MCI,"Kansas City, MO",MO,29,Missouri,64,1
3.00,0.00,0.00,1239.00,LF,21635,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,01189,11421,1142104,31421,DSI,"Destin, FL",FL,12,Florida,33,10630,1063004,30630,BJC,"Broomfield, CO",CO,08,Colorado,82,1
3.00,0.00,0.00,1250.00,WN,19393,Southwest Airlines Co.,06725,10666,1066602,30666,BLI,"Bellingham, WA",WA,53,Washington,93,10140,1014005,30140,ABQ,"Albuquerque, NM",NM,35,New Mexico,86,1
3.00,0.00,0.00,1257.00,WN,19393,Southwest Airlines Co.,06725,14679,1467903,33570,SAN,"San Diego, CA",CA,06,California,91,12206,1220605,32206,HRL,"Harlingen/San Benito, TX",TX,48,Texas,74,1
3.00,0.00,0.00,1260.00,WN,19393,Southwest Airlines Co.,06725,12896,1289607,32896,LBB,"Lubbock, TX",TX,48,Texas,74,10994,1099402,30994,CHS,"Charleston, SC",SC,45,South Carolina,37,1
3.00,0.00,0.00,1264.00,UA,19977,United Air Lines Inc.,0A875,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,04,Arizona,81,13244,1324402,33244,MEM,"Memphis, TN",TN,47,Tennessee,54,1
3.00,0.00,0.00,1267.00,WN,19393,Southwest Airlines Co.,06725,10257,1025702,30257,ALB,"Albany, NY",NY,36,New York,22,13495,1349505,33495,MSY,"New Orleans, LA",LA,22,Louisiana,72,1
3.00,0.00,0.00,1292.00,WN,19393,Southwest Airlines Co.,06725,14321,1432105,34321,PWM,"Portland, ME",ME,23,Maine,12,14027,1402702,34027,PBI,"West Palm Beach/Palm Beach, FL",FL,12,Florida,33,1
3.00,0.00,0.00,1294.00,3FQ,21979,"Western Air Charter, Inc.  d/b/a  Jet Edge",01235,12211,1221102,32211,HSH,"Las Vegas, NV",NV,32,Nevada,85,12992,1299206,32600,LIT,"Little Rock, AR",AR,05,Arkansas,71,1
3.00,0.00,0.00,1294.00,3FQ,21979,"Western Air Charter, Inc.  d/b/a  Jet Edge",01235,12992,1299206,32600,LIT,"Little Rock, AR",AR,05,Arkansas,71,12211,1221102,32211,HSH,"Las Vegas, NV",NV,32,Nevada,85,1
3.00,0.00,0.00,1314.00,04Q,21080,Tradewind Aviation,01126,14843,1484306,34819,SJU,"San Juan, PR",PR,72,Puerto Rico,3,12323,1232305,32323,ILM,"Wilmington, NC",NC,37,North Carolina,36,1
3.00,0.00,0.00,1322.00,WN,19393,Southwest Airlines Co.,06725,12954,1295407,32575,LGB,"Long Beach, CA",CA,06,California,91,13871,1387102,33316,OMA,"Omaha, NE",NE,31,Nebraska,65,1
3.00,0.00,0.00,1384.00,AN,21894,"ADVANCED AIR, LLC",01229,13485,1348502,33485,MSN,"Madison, WI",WI,55,Wisconsin,45,14712,1471201,30466,SCF,"Phoenix, AZ",AZ,04,Arizona,81,1
3.00,0.00,0.00,1421.00,3FQ,21979,"Western Air Charter, Inc.  d/b/a  Jet Edge",01235,12191,1219103,31453,HOU,"Houston, TX",TX,48,Texas,74,15167,1516702,35167,TEB,"Teterboro, NJ",NJ,34,New Jersey,21,1
3.00,0.00,0.00,1430.00,WN,19393,Southwest Airlines Co.,06725,14747,1474703,30559,SEA,"Seattle, WA",WA,53,Washington,93,12896,1289607,32896,LBB,"Lubbock, TX",TX,48,Texas,74,1
3.00,0.00,0.00,1436.00,WN,19393,Southwest Airlines Co.,06725,10800,1080003,32575,BUR,"Burbank, CA",CA,06,California,91,11423,1142308,31423,DSM,"Des Moines, IA",IA,19,Iowa,61,1
3.00,0.00,0.00,1436.00,WN,19393,Southwest Airlines Co.,06725,11109,1110902,30189,COS,"Colorado Springs, CO",CO,08,Colorado,82,14492,1449202,34492,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,36,1
3.00,0.00,0.00,1448.00,WN,19393,Southwest Airlines Co.,06725,10713,1071302,30713,BOI,"Boise, ID",ID,16,Idaho,83,13232,1323202,30977,MDW,"Chicago, IL",IL,17,Illinois,41,1
3.00,0.00,0.00,1488.00,WN,19393,Southwest Airlines Co.,06725,12992,1299206,32600,LIT,"Little Rock, AR",AR,05,Arkansas,71,10800,1080003,32575,BUR,"Burbank, CA",CA,06,California,91,1
3.00,0.00,0.00,1490.00,WN,19393,Southwest Airlines Co.,06725,11481,1148102,31481,ECP,"Panama City, FL",FL,12,Florida,33,15376,1537604,30436,TUS,"Tucson, AZ",AZ,04,Arizona,81,1
3.00,0.00,0.00,1492.00,WN,19393,Southwest Airlines Co.,06725,13158,1315805,33158,MAF,"Midland/Odessa, TX",TX,48,Texas,74,11278,1127805,30852,DCA,"Washington, DC",VA,51,Virginia,38,1
3.00,0.00,0.00,1530.00,WN,19393,Southwest Airlines Co.,06725,12266,1226603,31453,IAH,"Houston, TX",TX,48,Texas,74,14570,1457002,34570,RNO,"Reno, NV",NV,32,Nevada,85,1
3.00,0.00,0.00,1549.00,WN,19393,Southwest Airlines Co.,06725,14771,1477104,32457,SFO,"San Francisco, CA",CA,06,California,91,11423,1142308,31423,DSM,"Des Moines, IA",IA,19,Iowa,61,1
3.00,0.00,0.00,1550.00,WN,19393,Southwest Airlines Co.,06725,14570,1457002,34570,RNO,"Reno, NV",NV,32,Nevada,85,12992,1299206,32600,LIT,"Little Rock, AR",AR,05,Arkansas,71,1
3.00,0.00,0.00,1588.00,WN,19393,Southwest Airlines Co.,06725,12094,1209402,34699,HDN,"Hayden, CO",CO,08,Colorado,82,12451,1245102,31136,JAX,"Jacksonville, FL",FL,12,Florida,33,1
3.00,0.00,0.00,1606.00,WN,19393,Southwest Airlines Co.,06725,12191,1219103,31453,HOU,"Houston, TX",TX,48,Texas,74,13296,1329605,30721,MHT,"Manchester, NH",NH,33,New Hampshire,14,1
3.00,0.00,0.00,1608.00,WN,19393,Southwest Airlines Co.,06725,12266,1226603,31453,IAH,"Houston, TX",TX,48,Texas,74,14831,1483106,32457,SJC,"San Jose, CA",CA,06,California,91,1
3.00,0.00,0.00,1623.00,3FQ,21979,"Western Air Charter, Inc.  d/b/a  Jet Edge",01235,15167,1516702,35167,TEB,"Teterboro, NJ",NJ,34,New Jersey,21,10325,1032505,30325,APA,"Denver, CO",CO,08,Colorado,82,1
3.00,0.00,0.00,1666.00,UA,19977,United Air Lines Inc.,0A875,11638,1163807,31638,FAT,"Fresno, CA",CA,06,California,91,13244,1324402,33244,MEM,"Memphis, TN",TN,47,Tennessee,54,1
3.00,0.00,0.00,1673.00,WN,19393,Southwest Airlines Co.,06725,11697,1169706,32467,FLL,"Fort Lauderdale, FL",FL,12,Florida,33,11109,1110902,30189,COS,"Colorado Springs, CO",CO,08,Colorado,82,1
3.00,0.00,0.00,1718.00,WN,19393,Southwest Airlines Co.,06725,13342,1334207,33342,MKE,"Milwaukee, WI",WI,55,Wisconsin,45,14057,1405702,34057,PDX,"Portland, OR",OR,41,Oregon,92,1
3.00,0.00,0.00,1725.00,3FQ,21979,"Western Air Charter, Inc.  d/b/a  Jet Edge",01235,15016,1501606,31123,STL,"St. Louis, MO",MO,29,Missouri,64,13796,1379609,32457,OAK,"Oakland, CA",CA,06,California,91,1
3.00,0.00,0.00,1747.00,3FQ,21979,"Western Air Charter, Inc.  d/b/a  Jet Edge",01235,14275,1427502,34275,PTK,"Pontiac, MI",MI,26,Michigan,43,12889,1288904,32211,LAS,"Las Vegas, NV",NV,32,Nevada,85,1
3.00,0.00,0.00,1798.00,3FQ,21979,"Western Air Charter, Inc.  d/b/a  Jet Edge",01235,15618,1561801,32575,VNY,"Van Nuys, CA",CA,06,California,91,10693,1069302,30693,BNA,"Nashville, TN",TN,47,Tennessee,54,1
3.00,0.00,0.00,1807.00,WN,19393,Southwest Airlines Co.,06725,13244,1324402,33244,MEM,"Memphis, TN",TN,47,Tennessee,54,14771,1477104,32457,SFO,"San Francisco, CA",CA,06,California,91,1
3.00,0.00,0.00,1815.00,WN,19393,Southwest Airlines Co.,06725,10599,1059904,30599,BHM,"Birmingham, AL",AL,01,Alabama,51,12892,1289208,32575,LAX,"Los Angeles, CA",CA,06,California,91,1
3.00,0.00,0.00,1819.00,UA,19977,United Air Lines Inc.,0A875,14908,1490803,32575,SNA,"Santa Ana, CA",CA,06,California,91,14730,1473004,33044,SDF,"Louisville, KY",KY,21,Kentucky,52,1
3.00,0.00,0.00,1820.00,3FQ,21979,"Western Air Charter, Inc.  d/b/a  Jet Edge",01235,11165,1116502,31165,CTH,"Coatesville, PA",PA,42,Pennsylvania,23,10849,1084907,30849,BZN,"Bozeman, MT",MT,30,Montana,84,1
3.00,0.00,0.00,1854.00,UA,19977,United Air Lines Inc.,0A875,13244,1324402,33244,MEM,"Memphis, TN",TN,47,Tennessee,54,14057,1405702,34057,PDX,"Portland, OR",OR,41,Oregon,92,1
3.00,0.00,0.00,1865.00,3FQ,21979,"Western Air Charter, Inc.  d/b/a  Jet Edge",01235,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,1
3.00,0.00,0.00,1925.00,WN,19393,Southwest Airlines Co.,06725,14831,1483106,32457,SJC,"San Jose, CA",CA,06,California,91,12339,1233904,32337,IND,"Indianapolis, IN",IN,18,Indiana,42,1
3.00,0.00,0.00,1956.00,WN,19393,Southwest Airlines Co.,06725,11433,1143302,31295,DTW,"Detroit, MI",MI,26,Michigan,43,14679,1467903,33570,SAN,"San Diego, CA",CA,06,California,91,1
3.00,0.00,0.00,1984.00,UA,19977,United Air Lines Inc.,0A875,15304,1530402,33195,TPA,"Tampa, FL",FL,12,Florida,33,12889,1288904,32211,LAS,"Las Vegas, NV",NV,32,Nevada,85,1
3.00,0.00,0.00,1986.00,WN,19393,Southwest Airlines Co.,06725,10800,1080003,32575,BUR,"Burbank, CA",CA,06,California,91,11066,1106606,31066,CMH,"Columbus, OH",OH,39,Ohio,44,1
