PASSENGERS,FREIGHT,MAIL,DISTANCE,UNIQUE_CARRIER,AIRLINE_ID,UNIQUE_CARRIER_NAME,UNIQUE_CARRIER_ENTITY,ORIGIN_AIRPORT_ID,ORIGIN_AIRPORT_SEQ_ID,ORIGIN_CITY_MARKET_ID,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,ORIGIN_STATE_FIPS,ORIGIN_STATE_NM,ORIGIN_WAC,DEST_AIRPORT_ID,DEST_AIRPORT_SEQ_ID,DEST_CITY_MARKET_ID,DEST,DEST_CITY_NAME,DEST_STATE_ABR,DEST_STATE_FIPS,DEST_STATE_NM,DEST_WAC,MONTH
0.00,0.00,0.00,0.00,3FQ,21979,"Western Air Charter, Inc.  d/b/a  Jet Edge",01235,12264,1226402,30852,IAD,"Washington, DC",VA,51,Virginia,38,12264,1226402,30852,IAD,"Washington, DC",VA,51,Virginia,38,1
0.00,0.00,0.00,0.00,3FQ,21979,"Western Air Charter, Inc.  d/b/a  Jet Edge",01235,15167,1516702,35167,TEB,"Teterboro, NJ",NJ,34,New Jersey,21,15167,1516702,35167,TEB,"Teterboro, NJ",NJ,34,New Jersey,21,1
0.00,0.00,0.00,0.00,3FQ,21979,"Western Air Charter, Inc.  d/b/a  Jet Edge",01235,15618,1561801,32575,VNY,"Van Nuys, CA",CA,06,California,91,15618,1561801,32575,VNY,"Van Nuys, CA",CA,06,California,91,1
0.00,0.00,0.00,0.00,5Y,20007,Atlas Air Inc.,06087,10194,1019408,30194,AFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,10194,1019408,30194,AFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,1
0.00,0.00,0.00,0.00,5Y,20007,Atlas Air Inc.,06087,10299,1029906,30299,ANC,"Anchorage, AK",AK,02,Alaska,1,10299,1029906,30299,ANC,"Anchorage, AK",AK,02,Alaska,1,1
0.00,0.00,0.00,0.00,5Y,20007,Atlas Air Inc.,06087,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,1
0.00,0.00,0.00,0.00,5Y,20007,Atlas Air Inc.,06087,11982,1198202,31982,GRK,"Killeen, TX",TX,48,Texas,74,11982,1198202,31982,GRK,"Killeen, TX",TX,48,Texas,74,1
0.00,0.00,0.00,0.00,5Y,20007,Atlas Air Inc.,06087,12892,1289208,32575,LAX,"Los Angeles, CA",CA,06,California,91,12892,1289208,32575,LAX,"Los Angeles, CA",CA,06,California,91,1
0.00,0.00,0.00,0.00,5Y,20007,Atlas Air Inc.,06087,13296,1329605,30721,MHT,"Manchester, NH",NH,33,New Hampshire,14,13296,1329605,30721,MHT,"Manchester, NH",NH,33,New Hampshire,14,1
0.00,0.00,0.00,0.00,5Y,20007,Atlas Air Inc.,06087,13303,1330303,32467,MIA,"Miami, FL",FL,12,Florida,33,13303,1330303,32467,MIA,"Miami, FL",FL,12,Florida,33,1
0.00,0.00,0.00,0.00,5Y,20007,Atlas Air Inc.,06087,13360,1336004,33360,MLB,"Melbourne, FL",FL,12,Florida,33,13360,1336004,33360,MLB,"Melbourne, FL",FL,12,Florida,33,1
0.00,0.00,0.00,0.00,5Y,20007,Atlas Air Inc.,06087,13930,1393008,30977,ORD,"Chicago, IL",IL,17,Illinois,41,13930,1393008,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1
0.00,0.00,0.00,0.00,7S,20330,Ryan Air f/k/a Arctic Transportation,06995,10299,1029906,30299,ANC,"Anchorage, AK",AK,02,Alaska,1,10299,1029906,30299,ANC,"Anchorage, AK",AK,02,Alaska,1,1
0.00,0.00,0.00,0.00,C5,20445,CommuteAir LLC dba CommuteAir,06944,10257,1025702,30257,ALB,"Albany, NY",NY,36,New York,22,10257,1025702,30257,ALB,"Albany, NY",NY,36,New York,22,1
0.00,0.00,0.00,0.00,C5,20445,CommuteAir LLC dba CommuteAir,06944,11413,1141307,30285,DRO,"Durango, CO",CO,08,Colorado,82,11413,1141307,30285,DRO,"Durango, CO",CO,08,Colorado,82,1
0.00,0.00,0.00,0.00,C5,20445,CommuteAir LLC dba CommuteAir,06944,12264,1226402,30852,IAD,"Washington, DC",VA,51,Virginia,38,12264,1226402,30852,IAD,"Washington, DC",VA,51,Virginia,38,1
0.00,0.00,0.00,0.00,C5,20445,CommuteAir LLC dba CommuteAir,06944,12266,1226603,31453,IAH,"Houston, TX",TX,48,Texas,74,12266,1226603,31453,IAH,"Houston, TX",TX,48,Texas,74,1
0.00,0.00,0.00,0.00,C5,20445,CommuteAir LLC dba CommuteAir,06944,13029,1302902,33029,LNK,"Lincoln, NE",NE,31,Nebraska,65,13029,1302902,33029,LNK,"Lincoln, NE",NE,31,Nebraska,65,1
0.00,0.00,0.00,0.00,GCA,22085,"Global Crossing Airlines, Inc.",01287,11066,1106606,31066,CMH,"Columbus, OH",OH,39,Ohio,44,11066,1106606,31066,CMH,"Columbus, OH",OH,39,Ohio,44,1
0.00,0.00,0.00,0.00,K3,20383,Venture Travel LLC d/b/a Taquan Air Service,06968,15741,1574101,31401,WFB,"Ketchikan, AK",AK,02,Alaska,1,15741,1574101,31401,WFB,"Ketchikan, AK",AK,02,Alaska,1,1
0.00,0.00,0.00,0.00,KAH,20272,Kenmore Air Harbor,06927,10559,1055902,30559,BFI,"Seattle, WA",WA,53,Washington,93,10559,1055902,30559,BFI,"Seattle, WA",WA,53,Washington,93,1
0.00,0.00,0.00,0.00,KD,21629,Western Global,11042,14814,1481403,30476,SHV,"Shreveport, LA",LA,22,Louisiana,72,14814,1481403,30476,SHV,"Shreveport, LA",LA,22,Louisiana,72,1
0.00,0.00,0.00,0.00,LF,21635,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,01189,11027,1102705,31027,CKB,"Clarksburg/Fairmont, WV",WV,54,West Virginia,39,11027,1102705,31027,CKB,"Clarksburg/Fairmont, WV",WV,54,West Virginia,39,1
0.00,0.00,0.00,0.00,LF,21635,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,01189,13461,1346101,33461,MQY,"Smyrna, TN",TN,47,Tennessee,54,13461,1346101,33461,MQY,"Smyrna, TN",TN,47,Tennessee,54,1
0.00,0.00,0.00,0.00,X9,20377,Omni Air International LLC,06738,10194,1019408,30194,AFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,10194,1019408,30194,AFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,1
0.00,0.00,0.00,0.00,X9,20377,Omni Air International LLC,16736,12264,1226402,30852,IAD,"Washington, DC",VA,51,Virginia,38,12264,1226402,30852,IAD,"Washington, DC",VA,51,Virginia,38,1
0.00,0.00,0.00,8.00,2E,20319,Smokey Bay Air Inc.,06971,14088,1408804,34088,PGM,"Port Graham, AK",AK,02,Alaska,1,14942,1494205,34942,SOV,"Seldovia, AK",AK,02,Alaska,1,1
0.00,0.00,0.00,8.00,2E,20319,Smokey Bay Air Inc.,06971,14942,1494205,34942,SOV,"Seldovia, AK",AK,02,Alaska,1,14088,1408804,34088,PGM,"Port Graham, AK",AK,02,Alaska,1,1
0.00,0.00,0.00,8.00,3FQ,21979,"Western Air Charter, Inc.  d/b/a  Jet Edge",01235,13898,1389806,32467,OPF,"Miami, FL",FL,12,Florida,33,13303,1330303,32467,MIA,"Miami, FL",FL,12,Florida,33,1
0.00,0.00,0.00,9.00,KAH,20272,Kenmore Air Harbor,06927,12652,1265201,30559,KEH,"Kenmore, WA",WA,53,Washington,93,13002,1300201,30559,LKE,"Seattle, WA",WA,53,Washington,93,1
0.00,0.00,0.00,9.00,KAH,20272,Kenmore Air Harbor,06927,13002,1300201,30559,LKE,"Seattle, WA",WA,53,Washington,93,12652,1265201,30559,KEH,"Kenmore, WA",WA,53,Washington,93,1
0.00,0.00,0.00,10.00,2E,20319,Smokey Bay Air Inc.,06971,12649,1264902,32649,KEB,"Nanwalek, AK",AK,02,Alaska,1,14942,1494205,34942,SOV,"Seldovia, AK",AK,02,Alaska,1,1
0.00,0.00,0.00,11.00,UA,19977,United Air Lines Inc.,10876,13796,1379609,32457,OAK,"Oakland, CA",CA,06,California,91,14771,1477104,32457,SFO,"San Francisco, CA",CA,06,California,91,1
0.00,0.00,0.00,12.00,3FQ,21979,"Western Air Charter, Inc.  d/b/a  Jet Edge",01235,15167,1516702,35167,TEB,"Teterboro, NJ",NJ,34,New Jersey,21,11618,1161802,31703,EWR,"Newark, NJ",NJ,34,New Jersey,21,1
0.00,0.00,0.00,12.00,LF,21635,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,01189,10693,1069302,30693,BNA,"Nashville, TN",TN,47,Tennessee,54,13461,1346101,33461,MQY,"Smyrna, TN",TN,47,Tennessee,54,1
0.00,0.00,0.00,12.00,LF,21635,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,01189,13461,1346101,33461,MQY,"Smyrna, TN",TN,47,Tennessee,54,10693,1069302,30693,BNA,"Nashville, TN",TN,47,Tennessee,54,1
0.00,0.00,0.00,13.00,3FQ,21979,"Western Air Charter, Inc.  d/b/a  Jet Edge",01235,12278,1227805,30928,ICT,"Wichita, KS",KS,20,Kansas,62,15664,1566401,30928,VWS,"Wichita, KS",KS,20,Kansas,62,1
0.00,0.00,0.00,13.00,KAH,20272,Kenmore Air Harbor,06927,13055,1305502,33055,LPS,"Lopez Island, WA",WA,53,Washington,93,15856,1585601,35856,WSX,"Westsound, WA",WA,53,Washington,93,1
0.00,0.00,0.00,14.00,3FQ,21979,"Western Air Charter, Inc.  d/b/a  Jet Edge",01235,11697,1169706,32467,FLL,"Fort Lauderdale, FL",FL,12,Florida,33,13898,1389806,32467,OPF,"Miami, FL",FL,12,Florida,33,1
0.00,0.00,0.00,14.00,3FQ,21979,"Western Air Charter, Inc.  d/b/a  Jet Edge",01235,13898,1389806,32467,OPF,"Miami, FL",FL,12,Florida,33,11697,1169706,32467,FLL,"Fort Lauderdale, FL",FL,12,Florida,33,1
0.00,0.00,0.00,14.00,LF,21635,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,01189,10994,1099402,30994,CHS,"Charleston, SC",SC,45,South Carolina,37,16876,1687601,30994,SC6,"Charleston, SC",SC,45,South Carolina,37,1
0.00,0.00,0.00,14.00,LF,21635,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,01189,11697,1169706,32467,FLL,"Fort Lauderdale, FL",FL,12,Florida,33,13898,1389806,32467,OPF,"Miami, FL",FL,12,Florida,33,1
0.00,0.00,0.00,14.00,LF,21635,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,01189,13898,1389806,32467,OPF,"Miami, FL",FL,12,Florida,33,11697,1169706,32467,FLL,"Fort Lauderdale, FL",FL,12,Florida,33,1
0.00,0.00,0.00,17.00,09Q,21161,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",01130,12892,1289208,32575,LAX,"Los Angeles, CA",CA,06,California,91,12954,1295407,32575,LGB,"Long Beach, CA",CA,06,California,91,1
0.00,0.00,0.00,17.00,GCA,22085,"Global Crossing Airlines, Inc.",01287,12892,1289208,32575,LAX,"Los Angeles, CA",CA,06,California,91,12954,1295407,32575,LGB,"Long Beach, CA",CA,06,California,91,1
0.00,0.00,0.00,19.00,3FQ,21979,"Western Air Charter, Inc.  d/b/a  Jet Edge",01235,15167,1516702,35167,TEB,"Teterboro, NJ",NJ,34,New Jersey,21,13398,1339802,33398,MMU,"Morristown, NJ",NJ,34,New Jersey,21,1
0.00,0.00,0.00,19.00,3FQ,21979,"Western Air Charter, Inc.  d/b/a  Jet Edge",01235,15618,1561801,32575,VNY,"Van Nuys, CA",CA,06,California,91,12892,1289208,32575,LAX,"Los Angeles, CA",CA,06,California,91,1
0.00,0.00,0.00,19.00,GCA,22085,"Global Crossing Airlines, Inc.",01287,10933,1093302,30933,CEF,"Chicopee Falls, MA",MA,25,Massachusetts,13,10529,1052907,30529,BDL,"Hartford, CT",CT,09,Connecticut,11,1
0.00,0.00,0.00,21.00,3FQ,21979,"Western Air Charter, Inc.  d/b/a  Jet Edge",01235,11697,1169706,32467,FLL,"Fort Lauderdale, FL",FL,12,Florida,33,10519,1051901,30519,BCT,"Boca Raton, FL",FL,12,Florida,33,1
0.00,0.00,0.00,21.00,3FQ,21979,"Western Air Charter, Inc.  d/b/a  Jet Edge",01235,11697,1169706,32467,FLL,"Fort Lauderdale, FL",FL,12,Florida,33,13303,1330303,32467,MIA,"Miami, FL",FL,12,Florida,33,1
0.00,0.00,0.00,21.00,3FQ,21979,"Western Air Charter, Inc.  d/b/a  Jet Edge",01235,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,15167,1516702,35167,TEB,"Teterboro, NJ",NJ,34,New Jersey,21,1
0.00,0.00,0.00,21.00,5Y,20007,Atlas Air Inc.,16087,13891,1389101,32575,ONT,"Ontario, CA",CA,06,California,91,14691,1469103,34691,SBD,"San Bernardino, CA",CA,06,California,91,1
0.00,0.00,0.00,21.00,5Y,20007,Atlas Air Inc.,16087,14691,1469103,34691,SBD,"San Bernardino, CA",CA,06,California,91,13891,1389101,32575,ONT,"Ontario, CA",CA,06,California,91,1
0.00,0.00,0.00,21.00,8C,19874,Air Transport International,06029,13891,1389101,32575,ONT,"Ontario, CA",CA,06,California,91,14691,1469103,34691,SBD,"San Bernardino, CA",CA,06,California,91,1
0.00,0.00,0.00,21.00,XP,20207,TEM Enterprises dba  Avelo Airlines,16144,11697,1169706,32467,FLL,"Fort Lauderdale, FL",FL,12,Florida,33,13303,1330303,32467,MIA,"Miami, FL",FL,12,Florida,33,1
0.00,0.00,0.00,22.00,3FQ,21979,"Western Air Charter, Inc.  d/b/a  Jet Edge",01235,14027,1402702,34027,PBI,"West Palm Beach/Palm Beach, FL",FL,12,Florida,33,10519,1051901,30519,BCT,"Boca Raton, FL",FL,12,Florida,33,1
0.00,0.00,0.00,22.00,GCA,22085,"Global Crossing Airlines, Inc.",01287,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,04,Arizona,81,10466,1046602,30466,AZA,"Phoenix, AZ",AZ,04,Arizona,81,1
0.00,0.00,0.00,23.00,5Y,20007,Atlas Air Inc.,06087,13891,1389101,32575,ONT,"Ontario, CA",CA,06,California,91,14533,1453302,34454,RIV,"Riverside, CA",CA,06,California,91,1
0.00,0.00,0.00,23.00,V8,20346,Iliamna Air Taxi,06983,12321,1232102,32321,ILI,"Iliamna, AK",AK,02,Alaska,1,12748,1274801,32748,KNK,"Kokhanok, AK",AK,02,Alaska,1,1
0.00,0.00,0.00,23.00,V8,20346,Iliamna Air Taxi,06983,12748,1274801,32748,KNK,"Kokhanok, AK",AK,02,Alaska,1,12321,1232102,32321,ILI,"Iliamna, AK",AK,02,Alaska,1,1
0.00,0.00,0.00,23.00,V8,20346,Iliamna Air Taxi,06983,12748,1274801,32748,KNK,"Kokhanok, AK",AK,02,Alaska,1,12321,1232102,32321,ILI,"Iliamna, AK",AK,02,Alaska,1,1
0.00,0.00,0.00,24.00,3FQ,21979,"Western Air Charter, Inc.  d/b/a  Jet Edge",01235,12197,1219702,31703,HPN,"White Plains, NY",NY,36,New York,22,15167,1516702,35167,TEB,"Teterboro, NJ",NJ,34,New Jersey,21,1
0.00,0.00,0.00,24.00,3FQ,21979,"Western Air Charter, Inc.  d/b/a  Jet Edge",01235,15167,1516702,35167,TEB,"Teterboro, NJ",NJ,34,New Jersey,21,12197,1219702,31703,HPN,"White Plains, NY",NY,36,New York,22,1
0.00,0.00,0.00,24.00,LF,21635,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,01189,13461,1346101,33461,MQY,"Smyrna, TN",TN,47,Tennessee,54,12574,1257404,30693,TN8,"Nashville, TN",TN,47,Tennessee,54,1
0.00,0.00,0.00,24.00,LF,21635,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,01189,15167,1516702,35167,TEB,"Teterboro, NJ",NJ,34,New Jersey,21,12197,1219702,31703,HPN,"White Plains, NY",NY,36,New York,22,1
0.00,0.00,0.00,26.00,KAH,20272,Kenmore Air Harbor,06927,10559,1055902,30559,BFI,"Seattle, WA",WA,53,Washington,93,14004,1400403,34004,PAE,"Everett, WA",WA,53,Washington,93,1
0.00,0.00,0.00,26.00,KAH,20272,Kenmore Air Harbor,06927,10559,1055902,30559,BFI,"Seattle, WA",WA,53,Washington,93,14004,1400403,34004,PAE,"Everett, WA",WA,53,Washington,93,1
0.00,0.00,0.00,26.00,KAH,20272,Kenmore Air Harbor,06927,14004,1400403,34004,PAE,"Everett, WA",WA,53,Washington,93,10559,1055902,30559,BFI,"Seattle, WA",WA,53,Washington,93,1
0.00,0.00,0.00,26.00,KAH,20272,Kenmore Air Harbor,06927,14004,1400403,34004,PAE,"Everett, WA",WA,53,Washington,93,10559,1055902,30559,BFI,"Seattle, WA",WA,53,Washington,93,1
0.00,0.00,0.00,28.00,V8,20346,Iliamna Air Taxi,06983,14046,1404602,34046,PDB,"Pedro Bay, AK",AK,02,Alaska,1,12321,1232102,32321,ILI,"Iliamna, AK",AK,02,Alaska,1,1
0.00,0.00,0.00,29.00,3FQ,21979,"Western Air Charter, Inc.  d/b/a  Jet Edge",01235,11827,1182702,32467,FXE,"Fort Lauderdale, FL",FL,12,Florida,33,13303,1330303,32467,MIA,"Miami, FL",FL,12,Florida,33,1
0.00,0.00,0.00,29.00,3FQ,21979,"Western Air Charter, Inc.  d/b/a  Jet Edge",01235,14831,1483106,32457,SJC,"San Jose, CA",CA,06,California,91,13796,1379609,32457,OAK,"Oakland, CA",CA,06,California,91,1
0.00,0.00,0.00,30.00,3FQ,21979,"Western Air Charter, Inc.  d/b/a  Jet Edge",01235,14831,1483106,32457,SJC,"San Jose, CA",CA,06,California,91,14771,1477104,32457,SFO,"San Francisco, CA",CA,06,California,91,1
0.00,0.00,0.00,30.00,UA,19977,United Air Lines Inc.,0A875,14831,1483106,32457,SJC,"San Jose, CA",CA,06,California,91,14771,1477104,32457,SFO,"San Francisco, CA",CA,06,California,91,1
0.00,0.00,0.00,32.00,KAH,20272,Kenmore Air Harbor,06927,14747,1474703,30559,SEA,"Seattle, WA",WA,53,Washington,93,14004,1400403,34004,PAE,"Everett, WA",WA,53,Washington,93,1
0.00,0.00,0.00,33.00,3FQ,21979,"Western Air Charter, Inc.  d/b/a  Jet Edge",01235,12954,1295407,32575,LGB,"Long Beach, CA",CA,06,California,91,15618,1561801,32575,VNY,"Van Nuys, CA",CA,06,California,91,1
0.00,0.00,0.00,34.00,3FQ,21979,"Western Air Charter, Inc.  d/b/a  Jet Edge",01235,10519,1051901,30519,BCT,"Boca Raton, FL",FL,12,Florida,33,13898,1389806,32467,OPF,"Miami, FL",FL,12,Florida,33,1
0.00,0.00,0.00,35.00,09Q,21161,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",01130,11618,1161802,31703,EWR,"Newark, NJ",NJ,34,New Jersey,21,12197,1219702,31703,HPN,"White Plains, NY",NY,36,New York,22,1
0.00,0.00,0.00,35.00,3FQ,21979,"Western Air Charter, Inc.  d/b/a  Jet Edge",01235,12197,1219702,31703,HPN,"White Plains, NY",NY,36,New York,22,11618,1161802,31703,EWR,"Newark, NJ",NJ,34,New Jersey,21,1
0.00,0.00,0.00,36.00,UA,19977,United Air Lines Inc.,0A875,12892,1289208,32575,LAX,"Los Angeles, CA",CA,06,California,91,14908,1490803,32575,SNA,"Santa Ana, CA",CA,06,California,91,1
0.00,0.00,0.00,37.00,V8,20346,Iliamna Air Taxi,06983,14268,1426802,34268,PTA,"Port Alsworth, AK",AK,02,Alaska,1,12321,1232102,32321,ILI,"Iliamna, AK",AK,02,Alaska,1,1
0.00,0.00,0.00,40.00,09Q,21161,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",01130,11618,1161802,31703,EWR,"Newark, NJ",NJ,34,New Jersey,21,11764,1176405,31764,FRG,"East Farmingdale, NY",NY,36,New York,22,1
0.00,0.00,0.00,40.00,UA,19977,United Air Lines Inc.,0A875,15304,1530402,33195,TPA,"Tampa, FL",FL,12,Florida,33,14986,1498603,34986,SRQ,"Sarasota/Bradenton, FL",FL,12,Florida,33,1
0.00,0.00,0.00,42.00,LF,21635,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,01189,11697,1169706,32467,FLL,"Fort Lauderdale, FL",FL,12,Florida,33,14027,1402702,34027,PBI,"West Palm Beach/Palm Beach, FL",FL,12,Florida,33,1
0.00,0.00,0.00,42.00,LF,21635,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,01189,14027,1402702,34027,PBI,"West Palm Beach/Palm Beach, FL",FL,12,Florida,33,11697,1169706,32467,FLL,"Fort Lauderdale, FL",FL,12,Florida,33,1
0.00,0.00,0.00,45.00,UA,19977,United Air Lines Inc.,0A875,13891,1389101,32575,ONT,"Ontario, CA",CA,06,California,91,10800,1080003,32575,BUR,"Burbank, CA",CA,06,California,91,1
0.00,0.00,0.00,46.00,KAH,20272,Kenmore Air Harbor,06927,15220,1522002,31979,TIW,"Tacoma, WA",WA,53,Washington,93,14004,1400403,34004,PAE,"Everett, WA",WA,53,Washington,93,1
0.00,0.00,0.00,46.00,XP,20207,TEM Enterprises dba  Avelo Airlines,16144,11764,1176405,31764,FRG,"East Farmingdale, NY",NY,36,New York,22,12244,1224404,32244,HVN,"New Haven, CT",CT,09,Connecticut,11,1
0.00,0.00,0.00,46.00,XP,20207,TEM Enterprises dba  Avelo Airlines,16144,12244,1224404,32244,HVN,"New Haven, CT",CT,09,Connecticut,11,11764,1176405,31764,FRG,"East Farmingdale, NY",NY,36,New York,22,1
0.00,0.00,0.00,47.00,N8,20405,National Air Cargo Group Inc d/ba National Airlines,07029,12892,1289208,32575,LAX,"Los Angeles, CA",CA,06,California,91,13891,1389101,32575,ONT,"Ontario, CA",CA,06,California,91,1
0.00,0.00,0.00,49.00,9K,20253,Cape Air,07021,11879,1187902,31879,GDV,"Glendive, MT",MT,30,Montana,84,14745,1474505,34745,SDY,"Sidney, MT",MT,30,Montana,84,1
0.00,0.00,0.00,49.00,9K,20253,Cape Air,07021,11908,1190803,31908,GGW,"Glasgow, MT",MT,30,Montana,84,13862,1386202,33862,OLF,"Wolf Point, MT",MT,30,Montana,84,1
0.00,0.00,0.00,49.00,9K,20253,Cape Air,07021,13862,1386202,33862,OLF,"Wolf Point, MT",MT,30,Montana,84,11908,1190803,31908,GGW,"Glasgow, MT",MT,30,Montana,84,1
0.00,0.00,0.00,49.00,LF,21635,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,01189,10198,1019806,30198,AGC,"Pittsburgh, PA",PA,42,Pennsylvania,23,13282,1328206,33282,MGW,"Morgantown, WV",WV,54,West Virginia,39,1
0.00,0.00,0.00,49.00,V8,20346,Iliamna Air Taxi,06983,11336,1133602,31336,DLG,"Dillingham, AK",AK,02,Alaska,1,12755,1275502,32755,KNW,"New Stuyahok, AK",AK,02,Alaska,1,1
0.00,0.00,0.00,51.00,3FQ,21979,"Western Air Charter, Inc.  d/b/a  Jet Edge",01235,10372,1037205,30372,ASE,"Aspen, CO",CO,08,Colorado,82,14530,1453006,34530,RIL,"Rifle, CO",CO,08,Colorado,82,1
0.00,0.00,0.00,51.00,3FQ,21979,"Western Air Charter, Inc.  d/b/a  Jet Edge",01235,11041,1104103,31041,CLD,"Carlsbad, CA",CA,06,California,91,14908,1490803,32575,SNA,"Santa Ana, CA",CA,06,California,91,1
0.00,0.00,0.00,51.00,3FQ,21979,"Western Air Charter, Inc.  d/b/a  Jet Edge",01235,14530,1453006,34530,RIL,"Rifle, CO",CO,08,Colorado,82,10372,1037205,30372,ASE,"Aspen, CO",CO,08,Colorado,82,1
0.00,0.00,0.00,51.00,3FQ,21979,"Western Air Charter, Inc.  d/b/a  Jet Edge",01235,14908,1490803,32575,SNA,"Santa Ana, CA",CA,06,California,91,15618,1561801,32575,VNY,"Van Nuys, CA",CA,06,California,91,1
0.00,0.00,0.00,51.00,3FQ,21979,"Western Air Charter, Inc.  d/b/a  Jet Edge",01235,15618,1561801,32575,VNY,"Van Nuys, CA",CA,06,California,91,14908,1490803,32575,SNA,"Santa Ana, CA",CA,06,California,91,1
0.00,0.00,0.00,52.00,YV,20378,Mesa Airlines Inc.,06689,13502,1350202,33502,MTJ,"Montrose/Delta, CO",CO,08,Colorado,82,12012,1201205,32012,GUC,"Gunnison, CO",CO,08,Colorado,82,1
0.00,0.00,0.00,53.00,2EQ,21673,"J&M Alaska Air Tours, Inc. d/b/a Alaska Air Transit",01199,13676,1367602,33676,NIB,"Nikolai, AK",AK,02,Alaska,1,15160,1516006,35160,TCT,"Takotna, AK",AK,02,Alaska,1,1
0.00,0.00,0.00,54.00,9K,20253,Cape Air,07021,15027,1502704,34992,STX,"Christiansted, VI",VI,78,U.S. Virgin Islands,4,15626,1562603,35626,VQS,"Vieques, PR",PR,72,Puerto Rico,3,1
0.00,0.00,0.00,54.00,9K,20253,Cape Air,07021,15626,1562603,35626,VQS,"Vieques, PR",PR,72,Puerto Rico,3,15027,1502704,34992,STX,"Christiansted, VI",VI,78,U.S. Virgin Islands,4,1
0.00,0.00,0.00,55.00,3FQ,21979,"Western Air Charter, Inc.  d/b/a  Jet Edge",01235,13898,1389806,32467,OPF,"Miami, FL",FL,12,Florida,33,14027,1402702,34027,PBI,"West Palm Beach/Palm Beach, FL",FL,12,Florida,33,1
0.00,0.00,0.00,55.00,3FQ,21979,"Western Air Charter, Inc.  d/b/a  Jet Edge",01235,14027,1402702,34027,PBI,"West Palm Beach/Palm Beach, FL",FL,12,Florida,33,13898,1389806,32467,OPF,"Miami, FL",FL,12,Florida,33,1
0.00,0.00,0.00,55.00,C5,20445,CommuteAir LLC dba CommuteAir,06944,10781,1078105,30781,BTR,"Baton Rouge, LA",LA,22,Louisiana,72,12951,1295106,32951,LFT,"Lafayette, LA",LA,22,Louisiana,72,1
0.00,0.00,0.00,55.00,LF,21635,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,01189,13898,1389806,32467,OPF,"Miami, FL",FL,12,Florida,33,14027,1402702,34027,PBI,"West Palm Beach/Palm Beach, FL",FL,12,Florida,33,1
0.00,0.00,0.00,55.00,LF,21635,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,01189,14027,1402702,34027,PBI,"West Palm Beach/Palm Beach, FL",FL,12,Florida,33,13898,1389806,32467,OPF,"Miami, FL",FL,12,Florida,33,1
0.00,0.00,0.00,58.00,LF,21635,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,01189,11728,1172804,31728,FOK,"Westhampton, NY",NY,36,New York,22,12197,1219702,31703,HPN,"White Plains, NY",NY,36,New York,22,1
0.00,0.00,0.00,59.00,GCH,20267,Grand Canyon Helicopters,06933,10661,1066106,30661,BLD,"Boulder City, NV",NV,32,Nevada,85,10011,1001104,30011,1G4,"Peach Springs, AZ",AZ,04,Arizona,81,1
0.00,0.00,0.00,59.00,KAH,20272,Kenmore Air Harbor,06927,12652,1265201,30559,KEH,"Kenmore, WA",WA,53,Washington,93,13055,1305502,33055,LPS,"Lopez Island, WA",WA,53,Washington,93,1
0.00,0.00,0.00,60.00,XP,20207,TEM Enterprises dba  Avelo Airlines,16144,13851,1385103,33851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73,15074,1507402,35074,SWO,"Stillwater, OK",OK,40,Oklahoma,73,1
0.00,0.00,0.00,60.00,XP,20207,TEM Enterprises dba  Avelo Airlines,16144,15074,1507402,35074,SWO,"Stillwater, OK",OK,40,Oklahoma,73,13851,1385103,33851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73,1
