BETWEENNESS_CENTRALITY_SCORE,AIRPORT,CITY_NAME
0.0,{'APN'},"{'Alpena, MI'}"
0.0,{'ARC'},"{'Arctic Village, AK'}"
0.0,{'ART'},"{'Watertown, NY'}"
0.0,{'BDL'},"{'Hartford, CT'}"
0.0,{'BFD'},"{'Bradford, PA'}"
0.0,{'BFF'},"{'Scottsbluff, NE'}"
0.0,{'BFL'},"{'Bakersfield, CA'}"
0.0,{'MOB'},"{'Mobile, AL'}"
0.0,{'BFT'},"{'Beaufort, SC'}"
0.0,{'BGE'},"{'Bainbridge, GA'}"
0.0,{'BGM'},"{'Binghamton, NY'}"
0.0,{'BGR'},"{'Bangor, ME'}"
0.0,{'BHB'},"{'Bar Harbor, ME'}"
0.0,{'IFP'},"{'Bullhead City, AZ'}"
0.0,{'BHM'},"{'Birmingham, AL'}"
0.0,{'BID'},"{'Block Island, RI'}"
0.0,"{'BIF', 'ELP'}","{'El Paso, TX'}"
0.0,{'BIH'},"{'Bishop, CA'}"
0.0,{'BIS'},"{'Bismarck/Mandan, ND'}"
0.0,{'BEH'},"{'Benton Harbor/St. Joseph, MI'}"
0.0,{'BCT'},"{'Boca Raton, FL'}"
0.0,{'ASE'},"{'Aspen, CO'}"
0.0,{'BAF'},"{'Westfield, MA'}"
0.0,{'ATK'},"{'Atqasuk, AK'}"
0.0,{'ATO'},"{'Athens, OH'}"
0.0,{'ATT'},"{'Atmautluak, AK'}"
0.0,{'ATW'},"{'Appleton, WI'}"
0.0,{'ATY'},"{'Watertown, SD'}"
0.0,"{'AUG', 'WVL'}","{'Augusta/Waterville, ME'}"
0.0,{'AUK'},"{'Alakanuk, AK'}"
0.0,{'AUO'},"{'Auburn, AL'}"
0.0,{'CWA'},"{'Mosinee, WI'}"
0.0,{'AVL'},"{'Asheville, NC'}"
0.0,{'AVP'},"{'Scranton/Wilkes-Barre, PA'}"
0.0,"{'AVW', 'TUS'}","{'Tucson, AZ'}"
0.0,{'GCN'},"{'Grand Canyon, AZ'}"
0.0,{'AZO'},"{'Kalamazoo, MI'}"
0.0,{'B21'},"{'Carrabassett, ME'}"
0.0,{'DUJ'},"{'DuBois, PA'}"
0.0,{'DVL'},"{'Devils Lake, ND'}"
0.0,{'EAA'},"{'Eagle, AK'}"
0.0,{'ITH'},"{'Ithaca/Cortland, NY'}"
0.0,{'IND'},"{'Indianapolis, IN'}"
0.0,{'INL'},"{'International Falls, MN'}"
0.0,{'INT'},"{'Winston-Salem, NC'}"
0.0,{'IPL'},"{'El Centro, CA'}"
0.0,{'IRC'},"{'Circle, AK'}"
0.0,{'IRK'},"{'Kirksville, MO'}"
0.0,{'XWA'},"{'Williston, ND'}"
0.0,{'ITO'},"{'Hilo, HI'}"
0.0,{'HNM'},"{'Hana, HI'}"
0.0,{'IWD'},"{'Ironwood, MI'}"
0.0,{'JAC'},"{'Jackson, WY'}"
0.0,{'JAN'},"{'Jackson/Vicksburg, MS'}"
0.0,{'JBR'},"{'Jonesboro, AR'}"
0.0,{'COU'},"{'Columbia, MO'}"
0.0,{'JHM'},"{'Kapalua, HI'}"
0.0,{'JHW'},"{'Jamestown, NY'}"
0.0,{'IMT'},"{'Iron Mountain/Kingsfd, MI'}"
0.0,{'ILM'},"{'Wilmington, NC'}"
0.0,{'ILG'},"{'Wilmington, DE'}"
0.0,{'IKO'},"{'Nikolski, AK'}"
0.0,{'HOT'},"{'Hot Springs, AR'}"
0.0,{'HPB'},"{'Hooper Bay, AK'}"
0.0,{'HRL'},"{'Harlingen/San Benito, TX'}"
0.0,{'HRO'},"{'Harrison, AR'}"
0.0,{'HTS'},"{'Ashland, WV'}"
0.0,{'HUS'},"{'Hughes, AK'}"
0.0,{'HVN'},"{'New Haven, CT'}"
0.0,{'HVR'},"{'Havre, MT'}"
0.0,{'HYA'},"{'Hyannis, MA'}"
0.0,{'HYL'},"{'Hollis, AK'}"
0.0,{'HYS'},"{'Hays, KS'}"
0.0,{'IAG'},"{'Niagara Falls, NY'}"
0.0,{'IAN'},"{'Kiana, AK'}"
0.0,{'IDA'},"{'Idaho Falls, ID'}"
0.0,{'IGG'},"{'Igiugig, AK'}"
0.0,{'JLN'},"{'Joplin, MO'}"
0.0,{'JMS'},"{'Jamestown, ND'}"
0.0,{'USA'},"{'Concord, NC'}"
0.0,{'KMO'},"{'Manokotak, AK'}"
0.0,{'KNW'},"{'New Stuyahok, AK'}"
0.0,{'KOA'},"{'Kona, HI'}"
0.0,{'KOT'},"{'Kotlik, AK'}"
0.0,{'KPB'},"{'Point Baker, AK'}"
0.0,{'KPN'},"{'Kipnuk, AK'}"
0.0,{'KPV'},"{'Perryville, AK'}"
0.0,{'KQA'},"{'Akutan, AK'}"
0.0,{'KSM'},"{""St. Mary's, AK""}"
0.0,{'KTS'},"{'Brevig Mission, AK'}"
0.0,{'KUK'},"{'Kasigluk, AK'}"
0.0,{'KVC'},"{'King Cove, AK'}"
0.0,{'KVL'},"{'Kivalina, AK'}"
0.0,{'KWK'},"{'Kwigillingok, AK'}"
0.0,{'KWN'},"{'Quinhagak, AK'}"
0.0,{'KWT'},"{'Kwethluk, AK'}"
0.0,{'KNK'},"{'Kokhanok, AK'}"
0.0,{'KLL'},"{'Levelock, AK'}"
0.0,{'RST'},"{'Rochester, MN'}"
0.0,{'KLG'},"{'Kalskag, AK'}"
0.0,{'STC'},"{'St. Cloud, MN'}"
0.0,{'JST'},"{'Johnstown, PA'}"
0.0,{'JZI'},"{'Portland, TN'}"
0.0,{'KAE'},"{'Kake, AK'}"
0.0,{'KAL'},"{'Kaltag, AK'}"
0.0,{'KBC'},"{'Birch Creek, AK'}"
0.0,"{'KCG', 'KCQ', 'KCL'}","{'Chignik Lagoon, AK', 'Chignik Bay, AK', 'Chignik, AK'}"
0.0,{'KEB'},"{'Nanwalek, AK'}"
0.0,{'KEK'},"{'Ekwok, AK'}"
0.0,{'KFP'},"{'False Pass, AK'}"
0.0,{'KGK'},"{'Koliganek, AK'}"
0.0,{'KGX'},"{'Grayling, AK'}"
0.0,{'KKA'},"{'Koyuk, AK'}"
0.0,{'KKH'},"{'Kongiganak, AK'}"
0.0,{'KKI'},"{'Akiachak, AK'}"
0.0,{'HOB'},"{'Hobbs, NM'}"
0.0,{'HNH'},"{'Hoonah, AK'}"
0.0,{'WTK'},"{'Noatak, AK'}"
0.0,{'FCA'},"{'Kalispell, MT'}"
0.0,{'EUG'},"{'Eugene, OR'}"
0.0,{'EVV'},"{'Evansville, IN'}"
0.0,{'EWB'},"{'New Bedford/Fall River, MA'}"
0.0,{'FAR'},"{'Fargo, ND'}"
0.0,{'FAT'},"{'Fresno, CA'}"
0.0,{'FAY'},"{'Fayetteville, NC'}"
0.0,"{'FRD', 'FBS'}","{'Friday Harbor, WA'}"
0.0,{'FLG'},"{'Flagstaff, AZ'}"
0.0,{'HLN'},"{'Helena, MT'}"
0.0,{'FLO'},"{'Florence, SC'}"
0.0,{'FNL'},"{'Fort Collins/Loveland, CO'}"
0.0,{'FNT'},"{'Flint, MI'}"
0.0,{'FOD'},"{'Fort Dodge, IA'}"
0.0,{'FOE'},"{'Topeka, KS'}"
0.0,{'FOK'},"{'Westhampton, NY'}"
0.0,{'FSD'},"{'Sioux Falls, SD'}"
0.0,{'ESD'},"{'Eastsound, WA'}"
0.0,{'ESC'},"{'Escanaba, MI'}"
0.0,{'ERV'},"{'Kerrville, TX'}"
0.0,{'ERI'},"{'Erie, PA'}"
0.0,{'EAR'},"{'Kearney, NE'}"
0.0,{'EAT'},"{'Wenatchee, WA'}"
0.0,{'EAU'},"{'Eau Claire, WI'}"
0.0,{'ECP'},"{'Panama City, FL'}"
0.0,{'EEK'},"{'Eek, AK'}"
0.0,{'NCN'},"{'Chenega, AK'}"
0.0,{'EGE'},"{'Eagle, CO'}"
0.0,{'VPS'},"{'Valparaiso, FL'}"
0.0,{'EGX'},"{'Egegik, AK'}"
0.0,{'EKO'},"{'Elko, NV'}"
0.0,{'ELD'},"{'El Dorado, AR'}"
0.0,{'ELI'},"{'Elim, AK'}"
0.0,{'ELM'},"{'Elmira/Corning, NY'}"
0.0,{'ELV'},"{'Elfin Cove, AK'}"
0.0,{'ENN'},"{'Nenana, AK'}"
0.0,{'FSM'},"{'Fort Smith, AR'}"
0.0,{'FWA'},"{'Fort Wayne, IN'}"
0.0,{'FYU'},"{'Fort Yukon, AK'}"
0.0,{'GNV'},"{'Gainesville, FL'}"
0.0,{'TIW'},"{'Tacoma, WA'}"
0.0,{'GRI'},"{'Grand Island, NE'}"
0.0,{'GRK'},"{'Killeen, TX'}"
0.0,{'GSO'},"{'Greensboro/High Point, NC'}"
0.0,{'GST'},"{'Gustavus, AK'}"
0.0,{'GUC'},"{'Gunnison, CO'}"
0.0,{'GUP'},"{'Gallup, NM'}"
0.0,{'MDT'},"{'Harrisburg, PA'}"
0.0,{'HCR'},"{'Holy Cross, AK'}"
0.0,{'HGR'},"{'Hagerstown, MD'}"
0.0,{'HHH'},"{'Hilton Head, SC'}"
0.0,{'HIB'},"{'Hibbing, MN'}"
0.0,{'OGD'},"{'Ogden, UT'}"
0.0,{'HIO'},"{'Hillsboro, OR'}"
0.0,{'HKB'},"{'Healy, AK'}"
0.0,{'GRB'},"{'Green Bay, WI'}"
0.0,{'GNU'},"{'Goodnews Bay, AK'}"
0.0,{'GAI'},"{'Gaithersburg, MD'}"
0.0,{'GLV'},"{'Golovin, AK'}"
0.0,{'GAM'},"{'Gambell, AK'}"
0.0,{'GBH'},"{'Galbraith Lake, AK'}"
0.0,{'GBR'},"{'Great Barrington, MA'}"
0.0,{'GCC'},"{'Gillette, WY'}"
0.0,{'GCK'},"{'Garden City, KS'}"
0.0,"{'GSP', 'GMU'}","{'Greenville, SC', 'Greer, SC'}"
0.0,{'GDV'},"{'Glendive, MT'}"
0.0,{'GEG'},"{'Spokane, WA'}"
0.0,{'GTF'},"{'Great Falls, MT'}"
0.0,{'GFK'},"{'Grand Forks, ND'}"
0.0,{'GFL'},"{'Glens Falls, NY'}"
0.0,{'GGG'},"{'Longview, TX'}"
0.0,{'GGW'},"{'Glasgow, MT'}"
0.0,{'GJT'},"{'Grand Junction, CO'}"
0.0,{'GLH'},"{'Greenville, MS'}"
0.0,{'1AK'},"{'Mertarvik, AK'}"
